Date,Portfolio_Return,Market_Return,Portfolio_Value,Market_Value,Turnover,TopK
2024-07-19,0.03658234489651,0.011485255006000911,1.03658234489651,1.011485255006001,0.0,10
2024-07-26,0.0022159575716880877,0.000572954865567206,1.0388793673923615,1.0120647904043063,0.7,10
2024-08-02,0.0004579374790035895,0.005354846485148331,1.0393551091908542,1.017484241989945,0.4,10
2024-08-09,0.009315627473759181,0.001227577802181819,1.0490373542010245,1.0187332830594815,0.4,10
2024-08-16,-2.2253385013482063e-05,0.010936844073536057,1.049014009568888,1.0298750101288245,0.5,10
2024-08-23,-0.003433653529088243,-0.0036837561891650845,1.0454120589128688,1.026081201686196,0.5,10
2024-08-30,0.010307708583578634,0.007129118297929981,1.0561878617659015,1.033396255956299,0.5,10
2024-09-09,0.021889683981431894,0.00735099765958865,1.0793074802849814,1.0409927494152615,0.7,10
2024-09-16,0.0026634933340933475,0.00014094532533057657,1.0821822085641577,1.0411394724769945,0.6,10
2024-09-23,-0.017344729614139808,0.0006033258218275292,1.0634120507633797,1.0417676188048637,0.8,10
2024-09-30,-0.008113396342852398,-0.010587883881208333,1.054784167319771,1.030737504225755,0.6,10
2024-10-07,-0.002514518583196168,0.0036713588931605807,1.0521318929297845,1.0345217115284082,0.6,10
2024-10-14,-0.023996639926606222,-0.002910375630188583,1.0268842627398498,1.0315108647502749,0.5,10
2024-10-21,0.009461338413141496,-0.0028237458142161592,1.0365999622607607,1.0285981402636177,0.6,10
2024-10-28,0.015500824407723967,0.0026586307721169723,1.0526681162568179,1.031332802931465,0.6,10
2024-11-04,0.007134327118825468,0.00487241774461777,1.0601781949457518,1.0363578871810746,0.8,10
2024-11-11,0.025169201345331717,0.0031094338925022167,1.0868620333962717,1.0395803735202374,0.8,10
2024-11-18,-0.003532351579864612,-0.004227518415982611,1.0830228545755096,1.0351855283462865,0.7,10
2024-11-25,0.006586538988431645,-0.0006672735060455875,1.0901562268325338,1.0344947764693793,0.6,10
2024-12-02,-0.019994021640319447,0.006975385008057748,1.068359619641915,1.041710775824078,0.4,10
2024-12-09,0.005025045590822652,-0.005397534956963952,1.0737281754380097,1.0360881054965214,0.6,10
2024-12-16,-0.002520643732022765,0.008272692892374542,1.0710216892426956,1.0446593442027363,0.7,10
