Date,Portfolio_Return,Market_Return,Portfolio_Value,Market_Value,Turnover,TopK
2024-07-19,0.021776950748845298,0.011485255006000911,1.0217769507488452,1.011485255006001,0.0,20
2024-07-26,-0.010371976447917469,0.000572954865567206,1.0111791042806533,1.0120647904043063,0.65,20
2024-08-02,0.021642680413665332,0.005354846485148331,1.0330637304755759,1.017484241989945,0.55,20
2024-08-09,0.008252752051563039,0.001227577802181819,1.0415893492966535,1.0187332830594815,0.55,20
2024-08-16,0.004432417618206408,0.010936844073536057,1.046206108279412,1.0298750101288245,0.4,20
2024-08-23,-0.01052304129019862,-0.0036837561891650845,1.0351968382039298,1.026081201686196,0.5,20
2024-08-30,0.0028488942912809345,0.007129118297929981,1.038146004566641,1.033396255956299,0.44999999999999996,20
2024-09-09,0.004559198002143744,0.00735099765958865,1.0428791177565948,1.0409927494152615,0.44999999999999996,20
2024-09-16,-0.00846564506558668,0.00014094532533057657,1.0340504732993554,1.0411394724769945,0.55,20
2024-09-23,-0.004081549306429283,0.0006033258218275292,1.0298299453072477,1.0417676188048637,0.65,20
2024-09-30,-0.011794798847480786,-0.010587883881208333,1.0176833082552366,1.030737504225755,0.55,20
2024-10-07,0.0053946763893298385,0.0036713588931605807,1.0231733803700962,1.0345217115284082,0.4,20
2024-10-14,-0.012980178156072636,-0.002910375630188583,1.0098924076083413,1.0315108647502749,0.4,20
2024-10-21,0.010846608707841498,-0.0028237458142161592,1.020846315390689,1.0285981402636177,0.65,20
2024-10-28,0.006167405683642569,0.0026586307721169723,1.027142288758355,1.031332802931465,0.65,20
2024-11-04,0.01228631776009444,0.00487241774461777,1.0397620853028708,1.0363578871810746,0.7,20
2024-11-11,0.0169628506691586,0.0031094338925022167,1.0573994142873164,1.0395803735202374,0.6,20
2024-11-18,-0.002421558741928459,-0.004227518415982611,1.054838859491939,1.0351855283462865,0.65,20
2024-11-25,0.0006208568152501371,-0.0006672735060455875,1.055493763386845,1.0344947764693793,0.5,20
2024-12-02,-0.001390644318706169,0.006975385008057748,1.0540259469813613,1.041710775824078,0.44999999999999996,20
2024-12-09,-0.008838346850783973,-0.005397534956963952,1.0447101000722139,1.0360881054965214,0.4,20
2024-12-16,-0.0021131365017057037,0.008272692892374542,1.0425024850260507,1.0446593442027363,0.55,20
