Date,Portfolio_Return,Market_Return,Portfolio_Value,Market_Value,Turnover,TopK
2024-07-19,0.011033308351403027,0.011485255006000911,1.011033308351403,1.011485255006001,0.0,10
2024-07-26,-0.011460219126429094,0.000572954865567206,0.9994466450935773,1.0120647904043063,1.0,10
2024-08-02,0.01867891740587376,0.005354846485148331,1.0181152264288578,1.017484241989945,1.0,10
2024-08-09,-0.01971275257853634,0.001227577802181819,0.9980453728738252,1.0187332830594815,0.8,10
2024-08-16,0.01492602141067837,0.010936844073536057,1.0129422194781683,1.0298750101288245,0.9,10
2024-08-23,-0.01105997671310489,-0.0036837561891650845,1.001739102119019,1.026081201686196,0.8,10
2024-08-30,0.03226472398540024,0.007129118297929981,1.0340599377542716,1.033396255956299,0.9,10
2024-09-09,0.016368503788272502,0.00735099765958865,1.0509859517627034,1.0409927494152615,0.9,10
2024-09-16,-0.00901200524555007,0.00014094532533057657,1.0415144608524185,1.0411394724769945,1.0,10
2024-09-23,0.022496783445354572,0.0006033258218275292,1.0649451861334207,1.0417676188048637,0.9,10
2024-09-30,-0.010013045889352635,-0.010587883881208333,1.0542818411150217,1.030737504225755,1.0,10
2024-10-07,0.016122672470297573,0.0036713588931605807,1.0712796819307016,1.0345217115284082,0.9,10
2024-10-14,-0.02470256135658757,-0.002910375630188583,1.0448163298577429,1.0315108647502749,1.0,10
2024-10-21,-0.011076718972026677,-0.0028237458142161592,1.0332431929945243,1.0285981402636177,0.8,10
2024-10-28,0.00033821580711806964,0.0026586307721169723,1.0335926521749923,1.031332802931465,1.0,10
2024-11-04,-0.002876607877362325,0.00487241774461777,1.030619411409762,1.0363578871810746,0.8,10
2024-11-11,-0.0032236570272621613,0.0031094338925022167,1.0272970479017383,1.0395803735202374,0.9,10
2024-11-18,-0.00329104927153715,-0.004227518415982611,1.023916162700589,1.0351855283462865,1.0,10
2024-11-25,0.0038800042330799033,-0.0006672735060455875,1.0278889617461864,1.0344947764693793,1.0,10
2024-12-02,0.013033494016010361,0.006975385008057748,1.0412859463782285,1.041710775824078,0.8,10
2024-12-09,0.016031426228539758,-0.005397534956963952,1.0579792452104062,1.0360881054965214,0.7,10
2024-12-16,0.02203301838878925,0.008272692892374542,1.0812897213750845,1.0446593442027363,0.7,10
