Date,Portfolio_Return,Market_Return,Portfolio_Value,Market_Value,Turnover,TopK
2024-07-19,-0.004431828757352485,0.011485255006000911,0.9955681712426475,1.011485255006001,0.0,5
2024-07-26,-0.019632521566918748,0.000572954865567206,0.9760226576493883,1.0120647904043063,1.0,5
2024-08-02,0.024050923174414464,0.005354846485148331,0.9994969036050015,1.017484241989945,1.0,5
2024-08-09,-0.02784722203426231,0.001227577802181819,0.9716636914077554,1.0187332830594815,0.6,5
2024-08-16,0.031870558655475015,0.010936844073536057,1.0026311560781618,1.0298750101288245,1.0,5
2024-08-23,-0.004778857190441266,-0.0036837561891650845,0.9978397249685772,1.026081201686196,0.8,5
2024-08-30,0.03932606778798542,0.007129118297929981,1.0370808376342362,1.033396255956299,0.8,5
2024-09-09,0.03524257525613559,0.00735099765958865,1.073630237101257,1.0409927494152615,1.0,5
2024-09-16,-0.014104126463194078,0.00014094532533057657,1.0584876204624718,1.0411394724769945,1.0,5
2024-09-23,0.021792964141400084,0.0006033258218275292,1.0815552032193263,1.0417676188048637,1.0,5
2024-09-30,-0.02476928661511819,-0.010587883881208333,1.0547658524007144,1.030737504225755,1.0,5
2024-10-07,0.017651321411744237,0.0036713588931605807,1.0733838634755717,1.0345217115284082,0.8,5
2024-10-14,-0.02960306523484928,-0.002910375630188583,1.0416084109430699,1.0315108647502749,1.0,5
2024-10-21,-0.026368506367080814,-0.0028237458142161592,1.0141427529271128,1.0285981402636177,1.0,5
2024-10-28,-0.0008152054816552345,0.0026586307721169723,1.0133160181957457,1.031332802931465,1.0,5
2024-11-04,-0.009258739549665962,0.00487241774461777,1.0039339891017667,1.0363578871810746,1.0,5
2024-11-11,-0.000964712634448639,0.0031094338925022167,1.0029654812983277,1.0395803735202374,1.0,5
2024-11-18,0.01153679818987865,-0.004227518415982611,1.014536491647481,1.0351855283462865,1.0,5
2024-11-25,0.0038612722984704196,-0.0006672735060455875,1.0184538932984668,1.0344947764693793,1.0,5
2024-12-02,0.030721697050715924,0.006975385008057748,1.0497425252685046,1.041710775824078,0.8,5
2024-12-09,0.03522527915994651,-0.005397534956963952,1.086719998767155,1.0360881054965214,0.8,5
2024-12-16,0.007531988893651209,0.008272692892374542,1.0949051617283778,1.0446593442027363,0.6,5
