Date,VN_Index,VN_Index_Return,VN_Index_Volatility,USD_VND,USD_VND_Change,Policy_Rate,Interbank_Rate,CPI,Inflation_YoY
2022-01-03,1200.0,0.007750712295168549,0.22859968092134145,23500.0,0.000564799850689468,4.5,4.655489445877565,100.30527495456991,2.6921830486622556
2022-01-04,1209.3008547542022,0.007750712295168549,0.22859968092134145,23513.2727964912,0.000564799850689468,4.5,4.772951780177967,100.30527495456991,2.6921830486622556
2022-01-05,1207.155597946804,-0.0017739645175677277,0.22859968092134145,23471.72571661199,-0.0017669628655613279,4.5,4.622488626583569,100.30527495456991,2.6921830486622556
2022-01-06,1219.2456572936014,0.010015328071510288,0.22859968092134145,23455.13106072122,-0.0007070062121177223,4.5,4.89081688810408,100.30527495456991,2.6921830486622556
2022-01-07,1247.4656440660992,0.02314544784612038,0.22859968092134145,23431.21078632285,-0.0010198311975511132,4.5,4.657252416986703,100.30527495456991,2.6921830486622556
2022-01-10,1243.4584094031766,-0.003212300620850095,0.22859968092134145,23472.593741746023,0.0017661466921432556,4.5,4.8541284089668135,100.30527495456991,2.6921830486622556
2022-01-11,1239.4643534049396,-0.003212054354237659,0.22859968092134145,23454.37854038079,-0.0007760199646296151,4.5,4.959091538415132,100.30527495456991,2.6921830486622556
2022-01-12,1269.196862579886,0.02398819223261084,0.22859968092134145,23478.920666597933,0.0010463771689745993,4.5,4.782427173238103,100.30527495456991,2.6921830486622556
2022-01-13,1284.1880078957956,0.01181152093729354,0.22859968092134145,23574.48922994686,0.004070398495144012,4.5,4.923849727581197,100.30527495456991,2.6921830486622556
2022-01-14,1275.5298636516857,-0.006742115789024394,0.22859968092134145,23635.210586168647,0.002575723089035309,4.5,4.618527967227866,100.30527495456991,2.6921830486622556
2022-01-17,1286.293295687052,0.008438400653789424,0.22859968092134145,23615.630475428672,-0.0008284297137353125,4.5,4.62142445755459,100.30527495456991,2.6921830486622556
2022-01-18,1277.7378176052466,-0.006651265392186967,0.22859968092134145,23600.448558425433,-0.000642875785977215,4.5,4.8329807731547065,100.30527495456991,2.6921830486622556
2022-01-19,1269.1949311667179,-0.006685946303553791,0.22859968092134145,23623.12007725939,0.0009606393191143869,4.5,4.768062130481359,100.30527495456991,2.6921830486622556
2022-01-20,1274.182148975146,0.003929434073490556,0.22859968092134145,23545.463194270797,-0.00328732541402732,4.5,4.588275128489221,100.30527495456991,2.6921830486622556
2022-01-21,1237.9963906138921,-0.028399203669866924,0.22859968092134145,23506.044062844372,-0.0016741709900196522,4.5,4.727552847668658,100.30527495456991,2.6921830486622556
2022-01-24,1206.3361587697261,-0.025573767487695576,0.22859968092134145,23530.39213327761,0.0010358216962473854,4.5,4.98026431235733,100.30527495456991,2.6921830486622556
2022-01-25,1196.523442945127,-0.00813431293861444,0.22859968092134145,23525.71836696683,-0.00019862679229099012,4.5,4.6941295451247225,100.30527495456991,2.6921830486622556
2022-01-26,1178.7042572896428,-0.014892466805016435,0.22859968092134145,23617.945595483336,0.003920272574800654,4.5,4.803777203207783,100.30527495456991,2.6921830486622556
2022-01-27,1184.6139385984093,0.005013709988929138,0.22859968092134145,23589.913802804414,-0.0011868853099687993,4.5,4.74133077677944,100.30527495456991,2.6921830486622556
2022-01-28,1168.8344531333084,-0.013320361132818093,0.22859968092134145,23541.7036155941,-0.0020436779724301024,4.5,4.828970868527856,100.30527495456991,2.6921830486622556
2022-01-31,1144.4238651031228,-0.020884555520029324,0.22859968092134145,23500.994473567964,-0.0017292351773203762,4.5,4.852393639791729,100.30527495456991,2.6921830486622556
2022-02-01,1169.9270436978463,0.022284731533823265,0.24245109481474153,23502.829456465795,7.808107439433165e-05,4.5,4.888678257318826,100.30527495456991,2.6921830486622556
2022-02-02,1166.315894814477,-0.0030866445072981197,0.24251246331460088,23496.44469256764,-0.0002716593723314231,4.5,4.878061480453554,100.30527495456991,2.6921830486622556
2022-02-03,1167.8471778600583,0.0013129230703188277,0.23892103358404965,23602.430559068896,0.00451071929766389,4.5,4.92378335836784,100.30527495456991,2.6921830486622556
2022-02-04,1143.239209786957,-0.021071222793201838,0.22841498827128157,23584.77047853379,-0.0007482314370509391,4.5,4.863930526079336,100.30527495456991,2.6921830486622556
2022-02-07,1134.2467864127755,-0.007865740867877724,0.22873045844360568,23588.517842119232,0.0001588891267292336,4.5,4.829346003872977,100.30527495456991,2.6921830486622556
2022-02-08,1136.4742643124844,0.0019638388456479916,0.22984826907227693,23631.410345058157,0.0018183636303903405,4.5,4.722883173267253,100.30527495456991,2.6921830486622556
2022-02-09,1117.194087904837,-0.01696490366133452,0.2081103058492797,23627.488449666642,-0.00016596112268585372,4.5,4.338946677711035,100.30527495456991,2.6921830486622556
2022-02-10,1123.8251602052087,0.00593547027518504,0.2023009302737174,23654.92501929505,0.0011612139685035494,4.5,4.740726139448617,100.30527495456991,2.6921830486622556
2022-02-11,1114.0371146744185,-0.008709580348782109,0.20244366686563672,23674.79073927206,0.0008398132719003026,4.5,4.6806901224056885,100.30527495456991,2.6921830486622556
2022-02-14,1109.4969608579968,-0.004075406246899171,0.19478711060752546,23715.61578624311,0.0017244100452946665,4.5,4.694519773250542,100.30527495456991,2.6921830486622556
2022-02-15,1099.8159350823041,-0.008725599183440846,0.1948355239925714,23650.024171506495,-0.002765756340793124,4.5,4.539391098444251,100.30527495456991,2.6921830486622556
2022-02-16,1130.7033558157525,0.028084172767633975,0.2320561493609942,23689.41798903388,0.001665698827269857,4.5,4.912621238698068,100.30527495456991,2.6921830486622556
2022-02-17,1130.8136464629165,9.754162893105267e-05,0.23034852733854894,23684.050741815434,-0.0002265672892820536,4.5,4.520407028331952,100.30527495456991,2.6921830486622556
2022-02-18,1113.2117812697109,-0.015565663934338558,0.2178520308428455,23694.101238578187,0.00042435717066791057,4.5,4.862776647658108,100.30527495456991,2.6921830486622556
2022-02-21,1127.2807451057427,0.012638173681547737,0.21263852391841515,23676.962909624966,-0.0007233162710268415,4.5,4.76469992442594,100.30527495456991,2.6921830486622556
2022-02-22,1106.97542623832,-0.01801265474956537,0.2184304955724378,23756.70922825154,0.0033680974595839963,4.5,4.864816076128222,100.30527495456991,2.6921830486622556
2022-02-23,1110.7756218727823,0.003432953925071258,0.21574829591623632,23660.633811477965,-0.004044138262184971,4.5,4.930543789558669,100.30527495456991,2.6921830486622556
2022-02-24,1078.457547551573,-0.029095051858196608,0.23252498094869642,23728.03429676688,0.002848633972612369,4.5,5.10129332803649,100.30527495456991,2.6921830486622556
2022-02-25,1057.2952007810302,-0.019622790733476503,0.2367051577005356,23696.99768996245,-0.0013080142424044539,4.5,5.005765636162367,100.30527495456991,2.6921830486622556
2022-02-28,1060.734495939828,0.0032529185380367753,0.2305070715666579,23770.64725425196,0.003107970269191851,4.5,4.958789682995303,100.30527495456991,2.6921830486622556
2022-03-01,1072.8024709211077,0.011376998699931251,0.21706489576253332,23829.89397438219,0.002492431926506944,4.5,5.016800634623968,100.65841405910929,2.6921830486622556
2022-03-02,1075.8819763948554,0.0028705242178495016,0.2185080850757384,23879.459606561202,0.002079977033565328,4.5,4.80732349356604,100.65841405910929,2.6921830486622556
2022-03-03,1074.338382448436,-0.0014347242358234702,0.21784915892740503,23920.204172466532,0.0017062599646993082,4.5,4.81354942804358,100.65841405910929,2.6921830486622556
2022-03-04,1069.8083751041409,-0.004216555433839364,0.2084192305754128,24029.820551265075,0.004582585416420315,4.5,4.727961478085866,100.65841405910929,2.6921830486622556
2022-03-07,1046.4032894956113,-0.021877829855511455,0.21825404084728586,24002.42868631411,-0.0011399113402669192,4.5,4.845099410339273,100.65841405910929,2.6921830486622556
2022-03-08,1035.418500268631,-0.010497663125920709,0.2182714319461623,23975.72504650432,-0.0011125390750568176,4.5,4.966946974233342,100.65841405910929,2.6921830486622556
2022-03-09,1028.57481723782,-0.006609581564396838,0.2135060289744551,23945.472757339612,-0.0012617882923678936,4.5,4.797102743068767,100.65841405910929,2.6921830486622556
2022-03-10,1045.1933291924588,0.016156833393283776,0.22272248791852722,23990.976284306562,0.0019002977067137383,4.5,4.7998788602400815,100.65841405910929,2.6921830486622556
2022-03-11,1050.8941003518987,0.005454274343526855,0.22402175896637072,23929.83953512196,-0.002548322688501692,4.5,4.704220464963832,100.65841405910929,2.6921830486622556
2022-03-14,1023.4178411126913,-0.026145602330441053,0.2388702518079236,23979.430148849886,0.0020723337344215054,4.5,5.039202504840631,100.65841405910929,2.6921830486622556
2022-03-15,1028.6999662094838,0.0051612595409218365,0.24024849937264148,23966.795857927777,-0.0005268803655333887,4.5,4.802791948027267,100.65841405910929,2.6921830486622556
2022-03-16,1023.0665642665646,-0.005476234206244768,0.20984734676800013,23916.81487557625,-0.0020854261307104993,4.5,4.884211300502649,100.65841405910929,2.6921830486622556
2022-03-17,1012.9854402589025,-0.009853830004589392,0.2096735019450197,23866.465153966805,-0.0021052017951127544,4.5,4.770228476747447,100.65841405910929,2.6921830486622556
2022-03-18,1022.5836235121913,0.009475144332613095,0.21239914497262694,23829.626130723107,-0.001543547526038802,4.5,4.869481132807379,100.65841405910929,2.6921830486622556
2022-03-21,1038.7046470125435,0.015764992837439262,0.21593782790424615,23759.99393374951,-0.0029220851637207224,4.5,4.5271359028252585,100.65841405910929,2.6921830486622556
2022-03-22,1053.526133217593,0.014269201786742958,0.2185317154075546,23785.613326153336,0.0010782575313470488,4.5,4.819938722881609,100.65841405910929,2.6921830486622556
2022-03-23,1040.5801271750204,-0.012288262848339615,0.22010412085772973,23827.323343092427,0.0017535817288860667,4.5,4.707438054292942,100.65841405910929,2.6921830486622556
2022-03-24,1036.0658974123626,-0.0043381856377683325,0.19784107699175835,23874.199953200277,0.001967346874546916,4.5,4.996226925617094,100.65841405910929,2.6921830486622556
2022-03-25,1041.5248783466418,0.005268951471053551,0.18778988683167028,23845.480052285242,-0.0012029680982539315,4.5,4.916375656883995,100.65841405910929,2.6921830486622556
2022-03-28,1057.0781536078625,0.014933176906835488,0.19545829773071385,23861.357851937864,0.0006658620257511405,4.5,4.7579744404225845,100.65841405910929,2.6921830486622556
2022-03-29,1049.7974077749757,-0.006887613567679307,0.19195457841435543,23862.799349252684,6.041136987100515e-05,4.5,4.691409343064588,100.65841405910929,2.6921830486622556
2022-03-30,1047.1887823108307,-0.0024848846499573307,0.1914579833498429,23896.996263531506,0.0014330638152850739,4.5,4.6585034942091825,100.65841405910929,2.6921830486622556
2022-03-31,1030.124815331665,-0.01629502461009036,0.19874369085004231,23919.452852051196,0.0009397243181545889,4.75,5.134252936457544,100.65841405910929,2.6921830486622556
2022-04-01,1011.9502208603203,-0.017643099361210113,0.20627952859877902,23924.967698735647,0.00023055906498203882,4.75,4.946081103796393,100.8808398542232,2.6921830486622556
2022-04-04,1024.5873412079761,0.012487887335912884,0.19986376439291434,23837.24235944081,-0.003666685798680236,4.75,5.305263936741488,100.8808398542232,2.6921830486622556
2022-04-05,1045.7385128840367,0.020643600428562392,0.21047661282661553,23830.492603800503,-0.0002831600878376861,4.75,4.8922416092396475,100.8808398542232,2.6921830486622556
